metabolite,SampleID,flux,description
asn_L_m,ERR5691363,1.00E-06,L-asparagine
gln_L_m,ERR5691363,1.00E-06,L-glutamine
ade_m,ERR5691363,1.00E-06,Adenine
ocdcea_m,ERR5691363,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,ERR5691363,1.00E-06,L-cysteine
gua_m,ERR5691363,1.00E-06,Guanine
ncam_m,ERR5691363,1.00E-06,Nicotinamide
ala_L_m,ERR5691363,1.00E-06,L-alanine
val_L_m,ERR5691363,0.018,L-valine
3mop_m,ERR5691363,0.04639833,3-methyl-2-oxopentanoate
ura_m,ERR5691363,1.00E-06,uracil
ala_D_m,ERR5691363,1.00E-06,D-alanine
met_L_m,ERR5691363,0.018,L-methionine
ile_L_m,ERR5691363,0.015,L-isoleucine
trp_L_m,ERR5691363,0.00600541,L-tryptophan
pro_L_m,ERR5691363,1.00E-06,L-proline
thr_L_m,ERR5691363,1.00E-06,L-threonine
leu_L_m,ERR5691363,0.015,L-leucine
glu_L_m,ERR5691363,1.00E-06,L-glutamate(1-)
gly_m,ERR5691363,1.00E-06,Glycine
asp_L_m,ERR5691363,1.00E-06,L-aspartate(1-)
ocdca_m,ERR5691363,0.010836989,octadecanoate (n-C18:0)
drib_m,ERR5691363,1.00E-06,2-deoxy-D-ribose
fru_m,ERR5691363,1.00E-06,D-Fructose
man_m,ERR5691363,0.0148986,D-Mannose
gal_m,ERR5691363,0.0148986,D-Galactose
mnl_m,ERR5691363,0.0148986,D-Mannitol
indole_m,ERR5691363,1.00E-06,Indole
sbt_D_m,ERR5691363,0.007549065,D-glucitol
malt_m,ERR5691363,0.0074493,Maltose
sucr_m,ERR5691363,0.0074493,Sucrose
lcts_m,ERR5691363,0.0074493,Lactose
melib_m,ERR5691363,0.0074493,Melibiose
kestopt_m,ERR5691363,0.002821167,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,ERR5691363,0.004701945,Raffinose
ttdca_m,ERR5691363,0.003183015,tetradecanoate (n-C14:0)
fe3_m,ERR5691363,0.000393994,Fe3+
fe2_m,ERR5691363,0.00039565,Fe2+
pnto_R_m,ERR5691363,1.78E-06,(R)-Pantothenate
fol_m,ERR5691363,1.00E-06,Folate
mg2_m,ERR5691363,0.000394822,magnesium
cl_m,ERR5691363,0.000394822,Chloride
k_m,ERR5691363,0.000394822,potassium
cobalt2_m,ERR5691363,0.000394822,Co2+
zn2_m,ERR5691363,0.000394822,Zinc
ca2_m,ERR5691363,0.000394822,calcium(2+)
cu2_m,ERR5691363,0.000394822,Cu2+
mn2_m,ERR5691363,0.000394822,Mn2+
arab_L_m,ERR5691363,1.00E-06,L-arabinose
4abz_m,ERR5691363,1.00E-06,4-Aminobenzoate
glcn_m,ERR5691363,1.00E-06,D-gluconate
ptrc_m,ERR5691363,1.00E-06,Putrescine
pheme_m,ERR5691363,0.000394083,Protoheme
spmd_m,ERR5691363,0.000394083,Spermidine
thm_m,ERR5691363,0.000394083,Thiamin
12dgr180_m,ERR5691363,1.00E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,ERR5691363,1.00E-06,Pyridoxal
so4_m,ERR5691363,0.000394822,sulfate
thymd_m,ERR5691363,1.00E-06,Thymidine
pydxn_m,ERR5691363,1.00E-06,Pyridoxine
lanost_m,ERR5691363,1.00E-06,lanosterol
q8_m,ERR5691363,0.000393933,Ubiquinone-8
hdca_m,ERR5691363,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,ERR5691363,0.000394234,Menaquinone 8
lmn30_m,ERR5691363,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,ERR5691363,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,ERR5691363,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,ERR5691363,1.00E-06,2-Demethylmenaquinone 8
gthox_m,ERR5691363,1.00E-06,Oxidized glutathione
rhamnogalurII_m,ERR5691363,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,ERR5691363,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,ERR5691363,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,ERR5691363,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,ERR5691363,1.00E-06,O2
gthrd_m,ERR5691363,1.00E-06,Reduced glutathione
lichn_m,ERR5691363,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,ERR5691363,1.00E-06,Menaquinone 7
cit_m,ERR5691363,1.00E-06,Citrate
arab_D_m,ERR5691363,1.00E-06,D-Arabinose
fald_m,ERR5691363,1.00E-06,formaldehyde
hxan_m,ERR5691363,1.00E-06,Hypoxanthine
galmannan_m,ERR5691363,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,ERR5691363,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,ERR5691363,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,ERR5691363,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,ERR5691363,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,ERR5691363,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,ERR5691363,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,ERR5691363,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,ERR5691363,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,ERR5691363,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,ERR5691363,1.00E-06,pectins
xylan_m,ERR5691363,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,ERR5691363,1.00E-06,chorismate
ribflv_m,ERR5691363,1.78E-06,Riboflavin
pydam_m,ERR5691363,1.00E-06,Pyridoxamine
sheme_m,ERR5691363,1.00E-06,Siroheme
acgam_m,ERR5691363,0.1,N-acetyl-D-glucosamine
acnam_m,ERR5691363,0.1,N-acetylneuraminate
strch1_m,ERR5691363,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,ERR5691363,0.029779173,hydrogenphosphate
dad_2_m,ERR5691363,0.029149949,2-deoxyadenosine
gam_m,ERR5691363,0.1,D-Glucosamine
dcyt_m,ERR5691346,0.01470844,Deoxycytidine
glyc3p_m,ERR5691346,0.1,Glycerol 3-phosphate
glyleu_m,ERR5691346,0.047530372,Glycylleucine
amp_m,ERR5691346,1.00E-06,AMP
nmn_m,ERR5691346,0.044829476,NMN
cgly_m,ERR5691346,1.00E-06,L-cysteinylglycine
glyasp_m,ERR5691346,0.08378859,Glycyl-L-aspartate
26dap_M_m,ERR5691346,0.024312581,"meso-2,6-Diaminoheptanedioate"
orn_m,ERR5691346,0.1,Ornithine
csn_m,ERR5691346,6.73E-06,cytosine
cytd_m,ERR5691346,1.00E-06,Cytidine
acmana_m,ERR5691346,1.00E-06,N-acetyl-D-mannosamine
adn_m,ERR5691346,0.1,Adenosine
metsox_S_L_m,ERR5691346,0.008999359,L-Methionine Sulfoxide
dgsn_m,ERR5691346,1.00E-06,Deoxyguanosine
phe_L_m,ERR5691346,0.019565788,L-phenylalanine
tyr_L_m,ERR5691346,0.015278584,L-tyrosine
uri_m,ERR5691346,1.00E-06,Uridine
ddca_m,ERR5691346,0.1,laurate
cellb_m,ERR5691346,0.074493,cellobiose
tre_m,ERR5691346,0.074493,Trehalose
gsn_m,ERR5691346,1.00E-06,Guanosine
lys_L_m,ERR5691346,0.015,L-lysinium(1+)
arg_L_m,ERR5691346,0.015,L-argininium(1+)
his_L_m,ERR5691346,0.0100361,L-histidine
asn_L_m,ERR5691346,1.00E-06,L-asparagine
gln_L_m,ERR5691346,1.00E-06,L-glutamine
ade_m,ERR5691346,1.00E-06,Adenine
ocdcea_m,ERR5691346,1.00E-06,octadecenoate (n-C18:1)
cys_L_m,ERR5691346,1.00E-06,L-cysteine
gua_m,ERR5691346,1.00E-06,Guanine
ncam_m,ERR5691346,1.00E-06,Nicotinamide
ala_L_m,ERR5691346,1.00E-06,L-alanine
val_L_m,ERR5691346,5.39E-05,L-valine
3mop_m,ERR5691346,1.00E-06,3-methyl-2-oxopentanoate
ura_m,ERR5691346,1.00E-06,uracil
ala_D_m,ERR5691346,1.00E-06,D-alanine
met_L_m,ERR5691346,0.018,L-methionine
ile_L_m,ERR5691346,4.33E-05,L-isoleucine
trp_L_m,ERR5691346,0.005970174,L-tryptophan
pro_L_m,ERR5691346,0.018,L-proline
thr_L_m,ERR5691346,1.00E-06,L-threonine
leu_L_m,ERR5691346,1.00E-06,L-leucine
glu_L_m,ERR5691346,1.00E-06,L-glutamate(1-)
gly_m,ERR5691346,1.00E-06,Glycine
asp_L_m,ERR5691346,1.00E-06,L-aspartate(1-)
ocdca_m,ERR5691346,0.010771747,octadecanoate (n-C18:0)
drib_m,ERR5691346,0.0178783,2-deoxy-D-ribose
fru_m,ERR5691346,0.0148986,D-Fructose
man_m,ERR5691346,0.0148986,D-Mannose
gal_m,ERR5691346,0.0148986,D-Galactose
mnl_m,ERR5691346,0.0148986,D-Mannitol
indole_m,ERR5691346,1.00E-06,Indole
sbt_D_m,ERR5691346,0.007549065,D-glucitol
malt_m,ERR5691346,0.0074493,Maltose
sucr_m,ERR5691346,0.0074493,Sucrose
lcts_m,ERR5691346,0.0074493,Lactose
melib_m,ERR5691346,0.0074493,Melibiose
kestopt_m,ERR5691346,0.002821167,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,ERR5691346,0.004701945,Raffinose
ttdca_m,ERR5691346,0.003166044,tetradecanoate (n-C14:0)
fe3_m,ERR5691346,0.00039174,Fe3+
fe2_m,ERR5691346,0.000394342,Fe2+
pnto_R_m,ERR5691346,2.96E-06,(R)-Pantothenate
fol_m,ERR5691346,1.00E-06,Folate
mg2_m,ERR5691346,0.000393041,magnesium
cl_m,ERR5691346,0.000393041,Chloride
k_m,ERR5691346,0.000393041,potassium
cobalt2_m,ERR5691346,0.000393041,Co2+
zn2_m,ERR5691346,0.000393041,Zinc
ca2_m,ERR5691346,0.000393041,calcium(2+)
cu2_m,ERR5691346,0.000393041,Cu2+
mn2_m,ERR5691346,0.000393041,Mn2+
arab_L_m,ERR5691346,1.00E-06,L-arabinose
4abz_m,ERR5691346,1.00E-06,4-Aminobenzoate
glcn_m,ERR5691346,0.010165775,D-gluconate
ptrc_m,ERR5691346,1.00E-06,Putrescine
pheme_m,ERR5691346,0.000391801,Protoheme
spmd_m,ERR5691346,0.000391801,Spermidine
thm_m,ERR5691346,0.000391801,Thiamin
12dgr180_m,ERR5691346,1.26E-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,ERR5691346,1.00E-06,Pyridoxal
so4_m,ERR5691346,0.000393041,sulfate
thymd_m,ERR5691346,1.56E-06,Thymidine
pydxn_m,ERR5691346,1.29E-06,Pyridoxine
lanost_m,ERR5691346,1.00E-06,lanosterol
q8_m,ERR5691346,0.000391561,Ubiquinone-8
hdca_m,ERR5691346,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,ERR5691346,0.000392042,Menaquinone 8
lmn30_m,ERR5691346,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,ERR5691346,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,ERR5691346,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,ERR5691346,1.00E-06,2-Demethylmenaquinone 8
gthox_m,ERR5691346,1.00E-06,Oxidized glutathione
rhamnogalurII_m,ERR5691346,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,ERR5691346,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,ERR5691346,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,ERR5691346,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,ERR5691346,1.00E-06,O2
gthrd_m,ERR5691346,1.00E-06,Reduced glutathione
lichn_m,ERR5691346,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,ERR5691346,1.00E-06,Menaquinone 7
cit_m,ERR5691346,1.00E-06,Citrate
arab_D_m,ERR5691346,1.00E-06,D-Arabinose
fald_m,ERR5691346,1.00E-06,formaldehyde
hxan_m,ERR5691346,1.00E-06,Hypoxanthine
galmannan_m,ERR5691346,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,ERR5691346,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,ERR5691346,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,ERR5691346,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,ERR5691346,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,ERR5691346,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,ERR5691346,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,ERR5691346,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,ERR5691346,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,ERR5691346,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,ERR5691346,1.00E-06,pectins
xylan_m,ERR5691346,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,ERR5691346,1.00E-06,chorismate
ribflv_m,ERR5691346,2.96E-06,Riboflavin
pydam_m,ERR5691346,1.00E-06,Pyridoxamine
sheme_m,ERR5691346,1.00E-06,Siroheme
acgam_m,ERR5691346,0.1,N-acetyl-D-glucosamine
acnam_m,ERR5691346,0.1,N-acetylneuraminate
strch1_m,ERR5691346,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,ERR5691346,0.064955752,hydrogenphosphate
dad_2_m,ERR5691346,0.1,2-deoxyadenosine
gam_m,ERR5691346,0.1,D-Glucosamine
dcyt_m,SRR9277338,0.1,Deoxycytidine
glyc3p_m,SRR9277338,0.1,Glycerol 3-phosphate
glyleu_m,SRR9277338,0.093999597,Glycylleucine
amp_m,SRR9277338,0.1,AMP
nmn_m,SRR9277338,0.015546723,NMN
cgly_m,SRR9277338,0.1,L-cysteinylglycine
glyasp_m,SRR9277338,0.08378859,Glycyl-L-aspartate
26dap_M_m,SRR9277338,0.059045003,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR9277338,0.1,Ornithine
csn_m,SRR9277338,1.00E-06,cytosine
cytd_m,SRR9277338,0.01569133,Cytidine
acmana_m,SRR9277338,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR9277338,1.00E-06,Adenosine
metsox_S_L_m,SRR9277338,1.00E-06,L-Methionine Sulfoxide
dgsn_m,SRR9277338,1.00E-06,Deoxyguanosine
phe_L_m,SRR9277338,0.036538365,L-phenylalanine
tyr_L_m,SRR9277338,0.027880853,L-tyrosine
uri_m,SRR9277338,1.00E-06,Uridine
ddca_m,SRR9277338,0.1,laurate
cellb_m,SRR9277338,0.074493,cellobiose
tre_m,SRR9277338,0.074493,Trehalose
gsn_m,SRR9277338,1.00E-06,Guanosine
lys_L_m,SRR9277338,0.015,L-lysinium(1+)
arg_L_m,SRR9277338,0.015,L-argininium(1+)
his_L_m,SRR9277338,0.015,L-histidine
asn_L_m,SRR9277338,0.005500673,L-asparagine
gln_L_m,SRR9277338,0.018,L-glutamine
ade_m,SRR9277338,1.00E-06,Adenine
ocdcea_m,SRR9277338,0.0681445,octadecenoate (n-C18:1)
cys_L_m,SRR9277338,1.00E-06,L-cysteine
gua_m,SRR9277338,1.00E-06,Guanine
ncam_m,SRR9277338,1.00E-06,Nicotinamide
ala_L_m,SRR9277338,1.00E-06,L-alanine
val_L_m,SRR9277338,0.018,L-valine
3mop_m,SRR9277338,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR9277338,1.00E-06,uracil
ala_D_m,SRR9277338,1.00E-06,D-alanine
met_L_m,SRR9277338,0.018,L-methionine
ile_L_m,SRR9277338,0.015,L-isoleucine
trp_L_m,SRR9277338,0.008182,L-tryptophan
pro_L_m,SRR9277338,0.018,L-proline
thr_L_m,SRR9277338,1.00E-06,L-threonine
leu_L_m,SRR9277338,1.00E-06,L-leucine
glu_L_m,SRR9277338,1.00E-06,L-glutamate(1-)
gly_m,SRR9277338,1.00E-06,Glycine
asp_L_m,SRR9277338,1.00E-06,L-aspartate(1-)
ocdca_m,SRR9277338,0.015542264,octadecanoate (n-C18:0)
drib_m,SRR9277338,1.00E-06,2-deoxy-D-ribose
fru_m,SRR9277338,1.00E-06,D-Fructose
man_m,SRR9277338,1.00E-06,D-Mannose
gal_m,SRR9277338,1.00E-06,D-Galactose
mnl_m,SRR9277338,1.00E-06,D-Mannitol
indole_m,SRR9277338,0.001177542,Indole
sbt_D_m,SRR9277338,1.00E-06,D-glucitol
malt_m,SRR9277338,0.0074493,Maltose
sucr_m,SRR9277338,0.0074493,Sucrose
lcts_m,SRR9277338,0.0074493,Lactose
melib_m,SRR9277338,0.0074493,Melibiose
kestopt_m,SRR9277338,0.002821167,"Kestopentaose (4 fru, 1 glc inulin-type fructo-oligosaccharide)"
raffin_m,SRR9277338,0.004701945,Raffinose
ttdca_m,SRR9277338,0.0068676,tetradecanoate (n-C14:0)
fe3_m,SRR9277338,0.000454205,Fe3+
fe2_m,SRR9277338,0.001580046,Fe2+
pnto_R_m,SRR9277338,0.001336916,(R)-Pantothenate
fol_m,SRR9277338,0.00083899,Folate
mg2_m,SRR9277338,0.001017045,magnesium
cl_m,SRR9277338,0.001017045,Chloride
k_m,SRR9277338,0.001017045,potassium
cobalt2_m,SRR9277338,0.001017045,Co2+
zn2_m,SRR9277338,0.001017045,Zinc
ca2_m,SRR9277338,0.001017045,calcium(2+)
cu2_m,SRR9277338,0.001017045,Cu2+
mn2_m,SRR9277338,0.001017045,Mn2+
arab_L_m,SRR9277338,1.00E-06,L-arabinose
4abz_m,SRR9277338,1.00E-06,4-Aminobenzoate
glcn_m,SRR9277338,1.00E-06,D-gluconate
ptrc_m,SRR9277338,6.31E-05,Putrescine
pheme_m,SRR9277338,0.000628088,Protoheme
spmd_m,SRR9277338,0.000628088,Spermidine
thm_m,SRR9277338,0.00062825,Thiamin
12dgr180_m,SRR9277338,0.000332701,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydx_m,SRR9277338,0.000105618,Pyridoxal
so4_m,SRR9277338,0.001017045,sulfate
thymd_m,SRR9277338,1.00E-06,Thymidine
pydxn_m,SRR9277338,0.000346454,Pyridoxine
lanost_m,SRR9277338,0.000873895,lanosterol
q8_m,SRR9277338,0.000565134,Ubiquinone-8
hdca_m,SRR9277338,1.00E-06,Hexadecanoate (n-C16:0)
mqn8_m,SRR9277338,0.00090759,Menaquinone 8
lmn30_m,SRR9277338,1.00E-06,"laminarin (n=30 repeat units, beta -1,3 glc)"
arabinoxyl_m,SRR9277338,1.00E-06,"Arabinoxylan, 30 xyl_D, 18 arab_L, 3 gal, 3 glc_D"
inulin_m,SRR9277338,1.00E-06,"Chicory inulin, 30 monosaccharide units (29 fru, 1 glc) on average"
2dmmq8_m,SRR9277338,1.00E-06,2-Demethylmenaquinone 8
gthox_m,SRR9277338,0.000108193,Oxidized glutathione
rhamnogalurII_m,SRR9277338,1.00E-06,"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"
homogal_m,SRR9277338,1.00E-06,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>"
arabinan101_m,SRR9277338,1.00E-06,"Arabinan, polymer of 1,5-a-L-linked arabinofuranose units substituted by 1,3 or 1,2 linked branches, MW ~ 15000 Da (REF: www.meg... <Preview truncated at 128 characters>"
dextran40_m,SRR9277338,1.00E-06,"Dextran 40, 1,6-alpha-D-Glucan"
o2_m,SRR9277338,1.00E-06,O2
gthrd_m,SRR9277338,1.00E-06,Reduced glutathione
lichn_m,SRR9277338,1.00E-06,"Lichenin from Icelandic moss, 170 glucose residues. DOI: 10.1039/JR9570001951"
mqn7_m,SRR9277338,1.00E-06,Menaquinone 7
cit_m,SRR9277338,1.00E-06,Citrate
arab_D_m,SRR9277338,1.00E-06,D-Arabinose
fald_m,SRR9277338,1.00E-06,formaldehyde
hxan_m,SRR9277338,1.00E-06,Hypoxanthine
galmannan_m,SRR9277338,1.00E-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,SRR9277338,1.00E-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
levan1000_m,SRR9277338,1.00E-06,"Levan, 1000 fructose units"
rhamnogalurI_m,SRR9277338,1.00E-06,"Potato rhamnogalacturonan I, MW assumed ~200000, 62 galur, 20 rmn, 12 gal, 3 arab-L, 1 xyl-D (www.megazyme.com, PMID: 16661590)"
starch1200_m,SRR9277338,1.00E-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
amylopect900_m,SRR9277338,1.00E-06,"Amylopectin, 900 repeat units"
pullulan1200_m,SRR9277338,1.00E-06,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)"
amylose300_m,SRR9277338,1.00E-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
glcmannan_m,SRR9277338,1.00E-06,"Konjac glucomannan, MW 77,500 (PMID:17962981), Man:Glc ~ 2:1. -> 286 man, 143 glc_D"
arabinogal_m,SRR9277338,1.00E-06,"Larch arabinogalactan, gal/ara 6:1, small amount of glcur, MW ~ 116000"
pect_m,SRR9277338,1.00E-06,pectins
xylan_m,SRR9277338,1.00E-06,"Oat spelt xylan, MW 79200 (DOI: 10.1002/masy.200551405) = 528 xyl_D"
chor_m,SRR9277338,1.00E-06,chorismate
ribflv_m,SRR9277338,0.001334963,Riboflavin
pydam_m,SRR9277338,0.000216386,Pyridoxamine
sheme_m,SRR9277338,0.000279663,Siroheme
acgam_m,SRR9277338,0.1,N-acetyl-D-glucosamine
acnam_m,SRR9277338,0.1,N-acetylneuraminate
strch1_m,SRR9277338,1.00E-06,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})"
pi_m,SRR9277338,0.081421149,hydrogenphosphate
dad_2_m,SRR9277338,0.1,2-deoxyadenosine
gam_m,SRR9277338,0.1,D-Glucosamine
dcyt_m,SRR9277306,0.1,Deoxycytidine
glyc3p_m,SRR9277306,0.1,Glycerol 3-phosphate
glyleu_m,SRR9277306,0.088748828,Glycylleucine
amp_m,SRR9277306,0.1,AMP
nmn_m,SRR9277306,0.04641601,NMN
cgly_m,SRR9277306,0.000110528,L-cysteinylglycine
glyasp_m,SRR9277306,0.075505127,Glycyl-L-aspartate
26dap_M_m,SRR9277306,0.1,"meso-2,6-Diaminoheptanedioate"
orn_m,SRR9277306,0.1,Ornithine
csn_m,SRR9277306,1.00E-06,cytosine
cytd_m,SRR9277306,0.078904423,Cytidine
acmana_m,SRR9277306,1.00E-06,N-acetyl-D-mannosamine
adn_m,SRR9277306,0.1,Adenosine
metsox_S_L_m,SRR9277306,0.1,L-Methionine Sulfoxide
dgsn_m,SRR9277306,0.1,Deoxyguanosine
phe_L_m,SRR9277306,0.036532478,L-phenylalanine
tyr_L_m,SRR9277306,0.027729474,L-tyrosine
uri_m,SRR9277306,1.00E-06,Uridine
ddca_m,SRR9277306,0.1,laurate
cellb_m,SRR9277306,0.074493,cellobiose
tre_m,SRR9277306,0.074493,Trehalose
gsn_m,SRR9277306,0.1,Guanosine
lys_L_m,SRR9277306,0.015,L-lysinium(1+)
arg_L_m,SRR9277306,0.015,L-argininium(1+)
his_L_m,SRR9277306,0.015,L-histidine
asn_L_m,SRR9277306,1.00E-06,L-asparagine
gln_L_m,SRR9277306,1.00E-06,L-glutamine
ade_m,SRR9277306,1.00E-06,Adenine
ocdcea_m,SRR9277306,0.0681445,octadecenoate (n-C18:1)
cys_L_m,SRR9277306,1.00E-06,L-cysteine
gua_m,SRR9277306,1.00E-06,Guanine
ncam_m,SRR9277306,1.00E-06,Nicotinamide
ala_L_m,SRR9277306,1.00E-06,L-alanine
val_L_m,SRR9277306,0.018,L-valine
3mop_m,SRR9277306,1.00E-06,3-methyl-2-oxopentanoate
ura_m,SRR9277306,1.00E-06,uracil
ala_D_m,SRR9277306,1.00E-06,D-alanine
met_L_m,SRR9277306,0.018,L-methionine
ile_L_m,SRR9277306,0.015,L-isoleucine
trp_L_m,SRR9277306,0.008182,L-tryptophan
pro_L_m,SRR9277306,0.018,L-proline
thr_L_m,SRR9277306,1.00E-06,L-threonine
leu_L_m,SRR9277306,1.00E-06,L-leucine
glu_L_m,SRR9277306,1.00E-06,L-glutamate(1-)
gly_m,SRR9277306,1.00E-06,Glycine
asp_L_m,SRR9277306,1.00E-06,L-aspartate(1-)
ocdca_m,SRR9277306,0.014539893,octadecanoate (n-C18:0)
drib_m,SRR9277306,0.0178783,2-deoxy-D-ribose
fru_m,SRR9277306,0.0148986,D-Fructose
man_m,SRR9277306,0.0148986,D-Mannose
gal_m,SRR9277306,0.0148986,D-Galactose
mnl_m,SRR9277306,0.0148986,D-Mannitol
indole_m,SRR9277306,1.00E-06,Indole
sbt_D_m,SRR9277306,0.007549065,D-glucitol
malt_m,SRR9277306,0.0074493,Maltose
